file_path,label
disposable_plastic_cutlery\augmented_108_0_5866.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_108_0_8565.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_108_0_9879.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_1987.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_3478.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_357.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_4257.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_4908.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_6075.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_6506.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_7181.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_8685.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_109_0_9234.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_145.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_3042.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_3511.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_4090.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_4346.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_5760.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_7119.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_7124.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_8230.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_10_0_9130.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_2285.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_2366.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_3675.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_4016.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_5766.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_6356.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_6673.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_7008.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_8766.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_110_0_9916.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_1089.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_2954.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_4880.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_5735.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_6704.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_6731.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_8420.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_8631.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_9468.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_111_0_9580.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_2021.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_209.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_4301.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_5307.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_5448.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_5758.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_6966.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_7694.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_7741.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_112_0_934.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_1248.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_2614.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_4723.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_4787.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_6276.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_6333.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_6337.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_7616.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_8291.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_113_0_8748.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_1130.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_1549.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_1558.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_1946.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_2749.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_5619.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_6124.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_7385.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_7915.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_114_0_8306.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_2025.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_2758.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_4735.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_5796.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_5938.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_7630.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_8417.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_8921.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_8964.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_115_0_968.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_2296.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_2827.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_3403.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_5350.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_6059.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_61.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_6347.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_6351.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_723.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_116_0_8954.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_1421.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_3975.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_4046.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_425.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_4426.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_4552.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_4885.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_5893.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_722.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_117_0_8239.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_2360.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_2416.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_2439.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_3536.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_4752.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_4992.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_514.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_5885.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_7101.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_118_0_930.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_1210.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_2233.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_3859.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_4864.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_5237.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_5518.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_5902.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_8258.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_8948.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_119_0_9508.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_2736.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_4036.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_4311.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_5429.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_5445.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_6150.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_7491.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_8780.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_892.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_11_0_9752.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_1691.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_1828.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_4909.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_497.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_5360.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_7269.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_8066.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_9037.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_9583.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_120_0_9808.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_1264.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_2783.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_3104.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_3134.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_3544.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_6053.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_6068.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_6162.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_6959.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_121_0_8022.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_1254.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_1925.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_2185.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_4443.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_4675.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_511.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_543.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_7770.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_8909.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_122_0_9819.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_2589.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_3598.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_5129.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_5458.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_6961.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_7184.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_746.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_8983.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_9304.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_123_0_9596.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_2906.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_3659.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_3759.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_4325.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_4456.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_4858.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_5091.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_539.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_5710.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_124_0_6775.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_2042.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_3481.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_3485.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_4313.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_4999.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_5074.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_6394.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_8396.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_9278.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_125_0_9720.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_2811.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_3878.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_5435.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_5874.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_6036.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_6315.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_7347.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_8127.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_9191.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_126_0_9964.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_110.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_1316.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_1430.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_3283.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_3683.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_4527.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_6172.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_7856.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_8077.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_127_0_8349.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_1502.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_1539.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_3570.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_4321.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_4507.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_8623.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_8764.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_8843.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_9442.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_128_0_9549.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_1458.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_2427.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_3887.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_4005.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_6229.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_6490.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_6930.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_7122.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_8709.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_129_0_9023.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_1875.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_1949.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_3356.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_3380.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_3778.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_6090.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_8465.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_8954.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_933.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_12_0_9768.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_3642.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_4392.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_4925.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_5063.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_6121.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_8116.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_8380.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_9310.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_9594.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_130_0_9924.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_1210.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_1506.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_293.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_2972.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_2995.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_3458.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_4373.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_7966.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_899.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_131_0_9612.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_1194.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_1253.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_1432.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_2419.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_3917.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_419.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_5446.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_5994.png,disposable_plastic_cutlery
disposable_plastic_cutlery\augmented_132_0_8378.png,disposable_plastic_cutlery
